entrez_id,gene_symbol,logfc,nes,moa,combined,selected,null,drugs,drug_labels
4176,MCM7,0.959686742207,2.86930007496,6.9605516224,6.95075479326,True,False,0,
128239,IQGAP3,1.02393547076,2.94589483017,5.33722300906,5.85704879348,True,False,0,
8914,TIMELESS,1.22356629493,2.94778824204,7.73167471291,7.55152067488,True,False,0,
5932,RBBP8,1.5126777151,2.95260175723,5.45139116571,5.94252038486,True,False,0,
4171,MCM2,1.02782410252,2.95260175723,2.61268014854,3.93524857478,True,False,0,
4436,MSH2,1.5346653343,2.99627066323,6.08526821667,6.42161772559,True,False,0,
4172,MCM3,1.05857702233,3.00557312376,6.64292335946,6.82251729154,True,False,0,
254263,CNIH2,1.25561049197,3.0332233698,3.76737837996,4.8087516134,True,False,0,
890,CCNA2,0.904815046632,3.05303271782,4.13225873801,5.08076831322,True,False,0,
9824,ARHGAP11A,1.08708948274,3.06407295629,2.17399173901,3.70387106634,True,False,0,
26147,PHF19,0.965676542442,3.07139071824,3.44911319886,4.61069253653,True,False,0,
3925,STMN1,1.1928543107,3.07139071824,5.91199870606,6.35221557996,True,False,0,
4174,MCM5,1.04966627395,3.07288829306,5.34384442699,5.95152878178,True,False,0,
84722,PSRC1,1.44560501,3.07288829306,8.46687329004,8.15984366869,True,False,0,
84904,ARHGEF39,1.58680806883,3.07288829306,1.98322087436,3.5752090787,True,False,0,
1869,E2F1,1.27298371681,3.08301875344,4.22984453521,5.17097522129,True,False,0,
3070,HELLS,1.01112422914,3.09450405574,4.1577249916,5.1281003381,True,False,0,
5984,RFC4,0.665159214735,3.10881955782,3.00569803378,4.32361685271,True,False,0,
6941,TCF19,1.47220990712,3.11852341846,6.29790333254,6.65841921018,True,False,0,
195828,ZNF367,1.44639604458,3.12220413324,2.00365275443,3.62452816467,True,False,0,
11130,ZWINT,0.915410417302,3.12220413324,3.73140757112,4.84623531177,True,False,0,
8458,TTF2,0.976432356021,3.14429972197,2.05088739309,3.6735520386,True,False,0,
55635,DEPDC1,1.21153208123,3.14666092949,6.41328539158,6.75990287141,True,False,0,
64105,CENPK,1.6756594794,3.18518351638,5.84080850066,6.38234016218,True,False,0,
83990,BRIP1,1.15700752279,3.18518351638,2.25091281409,3.84390057846,True,False,0,
7112,TMPO,1.22258971229,3.18661026333,7.43616395863,7.51143568736,True,False,0,
57157,PHTF2,1.16718978696,3.18971664774,2.89481229238,4.30241167389,True,False,0,
2146,EZH2,1.05826286519,3.24783821452,7.75782856479,7.78218161113,True,False,2,"EPZ-6438, UNC1999"
1063,CENPF,1.11327268041,3.2687464852,7.17388285965,7.38405402316,True,False,0,
55723,ASF1B,1.20032969188,3.27495821669,7.37588180303,7.53128120328,True,False,0,
9232,PTTG1,1.09494766236,3.27498371406,13.8414118321,12.1031193602,True,False,0,
3148,HMGB2,0.849456468225,3.27498371406,2.77171104794,4.27565886998,True,False,0,
11065,UBE2C,0.773013857415,3.27498371406,4.52368486245,5.51449143468,True,False,0,
2237,FEN1,1.22326281546,3.27498371406,6.12233151974,6.64490532677,True,False,0,
4175,MCM6,0.981666675552,3.27498371406,3.69471754374,4.92832302224,True,False,0,
4173,MCM4,0.823703511144,3.27498371406,5.70409887801,6.34917018969,True,False,0,
7153,TOP2A,1.14693139788,3.27498371406,10.2824338407,9.58654188836,True,False,14,"Dexrazoxane, Finafloxacin, Fleroxacin, Levofloxacin, Podofilox, Sparfloxacin, Amsacrine, Daunorubicin, Doxorubicin, Etoposide, Lucanthone, Mitoxantrone, Teniposide, Valrubicin"
10403,NDC80,1.08969795941,3.32725634832,4.4712101584,5.51434854976,True,False,0,
1111,CHEK1,0.816647507524,3.32725634832,3.05782192164,4.5149321431,True,False,1,AZD7762
2305,FOXM1,0.87428837242,3.32725634832,2.25713481988,3.94876086383,True,False,0,
29028,ATAD2,0.826512582262,3.32725634832,5.48010206832,6.22774286074,True,False,0,
29127,RACGAP1,1.37558960383,3.32725634832,3.91837724343,5.12343664672,True,False,0,
6790,AURKA,0.888384853633,3.32725634832,2.55560634606,4.15981210398,True,False,7,"Alisertib, AMG-900, AT9283, BMS-754807, Danusertib, JNJ-7706621, KW-2449"
10615,SPAG5,0.821314499682,3.32725634832,3.23640490957,4.64120938487,True,False,0,
